x,y,width,height,attempt,log_attempt,made,missed
82,3,1,1,23,1.3617278360175928,20,26
83,3,1,1,26,1.414973347970818,34,18
84,3,1,1,51,1.7075701760979363,30,72
85,3,1,1,35,1.5440680443502757,18,52
86,3,1,1,82,1.9138138523837167,46,118
87,3,1,1,41,1.6127838567197355,22,60
88,3,1,1,66,1.8195439355418688,46,86
89,3,1,1,62,1.792391689498254,42,82
90,3,1,1,73,1.863322860120456,52,94
91,3,1,1,57,1.7558748556724915,24,90
92,3,1,1,51,1.7075701760979363,34,68
93,3,1,1,53,1.724275869600789,36,70
94,3,1,1,42,1.6232492903979006,32,52
95,3,1,1,47,1.6720978579357175,50,44
96,3,1,1,4,0.6020599913279624,2,6
97,3,1,1,20,1.3010299956639813,18,22
98,3,1,1,19,1.2787536009528289,10,28
99,3,1,1,4,0.6020599913279624,4,4
54,4,1,1,1,0.0,2,0
55,4,1,1,1,0.0,0,2
60,4,1,1,2,0.3010299956639812,0,4
61,4,1,1,3,0.47712125471966244,0,6
63,4,1,1,1,0.0,0,2
64,4,1,1,3,0.47712125471966244,2,4
65,4,1,1,6,0.7781512503836436,4,8
66,4,1,1,4,0.6020599913279624,2,6
67,4,1,1,10,1.0,6,14
68,4,1,1,6,0.7781512503836436,4,8
69,4,1,1,10,1.0,14,6
70,4,1,1,23,1.3617278360175928,14,32
71,4,1,1,17,1.2304489213782739,18,16
72,4,1,1,28,1.4471580313422192,18,38
73,4,1,1,24,1.380211241711606,16,32
74,4,1,1,23,1.3617278360175928,18,28
75,4,1,1,24,1.380211241711606,20,28
76,4,1,1,53,1.724275869600789,50,56
77,4,1,1,44,1.6434526764861874,26,62
78,4,1,1,72,1.8573324964312685,52,92
79,4,1,1,59,1.7708520116421442,60,58
80,4,1,1,85,1.9294189257142926,64,106
81,4,1,1,71,1.8512583487190752,48,94
82,4,1,1,92,1.9637878273455553,74,110
83,4,1,1,87,1.9395192526186185,62,112
84,4,1,1,147,2.167317334748176,108,186
85,4,1,1,93,1.968482948553935,62,124
86,4,1,1,163,2.2121876044039577,136,190
87,4,1,1,129,2.110589710299249,74,184
88,4,1,1,164,2.214843848047698,118,210
89,4,1,1,126,2.100370545117563,102,150
90,4,1,1,176,2.24551266781415,136,216
91,4,1,1,133,2.123851640967086,84,182
92,4,1,1,130,2.113943352306837,92,168
93,4,1,1,125,2.0969100130080562,78,172
94,4,1,1,92,1.9637878273455553,74,110
95,4,1,1,76,1.8808135922807914,54,98
96,4,1,1,12,1.0791812460476249,8,16
97,4,1,1,35,1.5440680443502757,18,52
98,4,1,1,26,1.414973347970818,14,38
99,4,1,1,2,0.3010299956639812,0,4
50,5,1,1,1,0.0,0,2
58,5,1,1,2,0.3010299956639812,0,4
59,5,1,1,2,0.3010299956639812,0,4
60,5,1,1,4,0.6020599913279624,0,8
61,5,1,1,3,0.47712125471966244,0,6
62,5,1,1,4,0.6020599913279624,2,6
63,5,1,1,3,0.47712125471966244,0,6
64,5,1,1,6,0.7781512503836436,4,8
65,5,1,1,4,0.6020599913279624,2,6
66,5,1,1,14,1.146128035678238,10,18
67,5,1,1,10,1.0,12,8
68,5,1,1,12,1.0791812460476249,6,18
69,5,1,1,15,1.1760912590556813,6,24
70,5,1,1,25,1.3979400086720377,16,34
71,5,1,1,31,1.4913616938342726,16,46
72,5,1,1,31,1.4913616938342726,22,40
73,5,1,1,35,1.5440680443502757,26,44
74,5,1,1,54,1.7323937598229686,38,70
75,5,1,1,45,1.6532125137753437,34,56
76,5,1,1,77,1.8864907251724818,58,96
77,5,1,1,98,1.9912260756924949,64,132
78,5,1,1,105,2.0211892990699383,68,142
79,5,1,1,108,2.03342375548695,70,146
80,5,1,1,123,2.089905111439398,88,158
81,5,1,1,129,2.110589710299249,80,178
82,5,1,1,145,2.161368002234975,104,186
83,5,1,1,135,2.130333768495006,92,178
84,5,1,1,200,2.3010299956639813,162,238
85,5,1,1,187,2.271841606536499,106,268
86,5,1,1,245,2.3891660843645326,182,308
87,5,1,1,253,2.403120521175818,154,352
88,5,1,1,247,2.392696953259666,184,310
89,5,1,1,236,2.3729120029701067,162,310
90,5,1,1,274,2.437750562820388,200,348
91,5,1,1,221,2.3443922736851106,152,290
92,5,1,1,161,2.2068258760318495,126,196
93,5,1,1,129,2.110589710299249,116,142
94,5,1,1,110,2.041392685158225,78,142
95,5,1,1,83,1.919078092376074,70,96
96,5,1,1,19,1.2787536009528289,22,16
97,5,1,1,42,1.6232492903979006,38,46
98,5,1,1,22,1.3424226808222062,14,30
99,5,1,1,8,0.9030899869919435,8,8
44,6,1,1,1,0.0,0,2
49,6,1,1,1,0.0,0,2
51,6,1,1,1,0.0,0,2
52,6,1,1,1,0.0,2,0
53,6,1,1,1,0.0,2,0
54,6,1,1,2,0.3010299956639812,2,2
55,6,1,1,3,0.47712125471966244,2,4
57,6,1,1,2,0.3010299956639812,0,4
58,6,1,1,5,0.6989700043360189,4,6
59,6,1,1,5,0.6989700043360189,4,6
60,6,1,1,9,0.9542425094393249,4,14
61,6,1,1,15,1.1760912590556813,12,18
62,6,1,1,11,1.0413926851582251,10,12
63,6,1,1,7,0.8450980400142568,4,10
64,6,1,1,20,1.3010299956639813,12,28
65,6,1,1,22,1.3424226808222062,18,26
66,6,1,1,32,1.505149978319906,20,44
67,6,1,1,27,1.4313637641589874,18,36
68,6,1,1,37,1.568201724066995,30,44
69,6,1,1,39,1.591064607026499,30,48
70,6,1,1,70,1.845098040014257,54,86
71,6,1,1,74,1.8692317197309762,50,98
72,6,1,1,71,1.8512583487190752,36,106
73,6,1,1,61,1.7853298350107671,38,84
74,6,1,1,104,2.0170333392987803,66,142
75,6,1,1,84,1.9242792860618816,62,106
76,6,1,1,141,2.1492191126553797,100,182
77,6,1,1,122,2.0863598306747484,80,164
78,6,1,1,141,2.1492191126553797,104,178
79,6,1,1,132,2.12057393120585,106,158
80,6,1,1,206,2.3138672203691533,162,250
81,6,1,1,167,2.2227164711475833,98,236
82,6,1,1,160,2.2041199826559246,108,212
83,6,1,1,190,2.278753600952829,128,252
84,6,1,1,240,2.380211241711606,164,316
85,6,1,1,194,2.287801729930226,156,232
86,6,1,1,317,2.5010592622177517,226,408
87,6,1,1,272,2.4345689040341987,216,328
88,6,1,1,275,2.439332693830263,198,352
89,6,1,1,211,2.3242824552976926,138,284
90,6,1,1,263,2.419955748489758,224,302
91,6,1,1,180,2.255272505103306,110,250
92,6,1,1,126,2.100370545117563,110,142
93,6,1,1,89,1.9493900066449128,40,138
94,6,1,1,68,1.8325089127062364,46,90
95,6,1,1,32,1.505149978319906,38,26
96,6,1,1,16,1.2041199826559248,14,18
97,6,1,1,13,1.1139433523068367,12,14
98,6,1,1,2,0.3010299956639812,0,4
99,6,1,1,1,0.0,0,2
30,7,1,1,1,0.0,2,0
34,7,1,1,1,0.0,0,2
45,7,1,1,2,0.3010299956639812,2,2
47,7,1,1,1,0.0,0,2
49,7,1,1,1,0.0,0,2
50,7,1,1,1,0.0,2,0
51,7,1,1,1,0.0,0,2
52,7,1,1,1,0.0,0,2
54,7,1,1,3,0.47712125471966244,0,6
55,7,1,1,3,0.47712125471966244,4,2
56,7,1,1,5,0.6989700043360189,4,6
57,7,1,1,9,0.9542425094393249,6,12
58,7,1,1,6,0.7781512503836436,2,10
59,7,1,1,10,1.0,2,18
60,7,1,1,10,1.0,4,16
61,7,1,1,8,0.9030899869919435,6,10
62,7,1,1,25,1.3979400086720377,8,42
63,7,1,1,19,1.2787536009528289,8,30
64,7,1,1,29,1.462397997898956,12,46
65,7,1,1,27,1.4313637641589874,10,44
66,7,1,1,45,1.6532125137753437,34,56
67,7,1,1,46,1.662757831681574,22,70
68,7,1,1,79,1.8976270912904414,52,106
69,7,1,1,71,1.8512583487190752,46,96
70,7,1,1,99,1.99563519459755,80,118
71,7,1,1,104,2.0170333392987803,70,138
72,7,1,1,109,2.037426497940624,74,144
73,7,1,1,97,1.9867717342662448,60,134
74,7,1,1,112,2.0492180226701815,82,142
75,7,1,1,101,2.0043213737826426,84,118
76,7,1,1,149,2.173186268412274,102,196
77,7,1,1,132,2.12057393120585,100,164
78,7,1,1,140,2.146128035678238,78,202
79,7,1,1,121,2.0827853703164503,72,170
80,7,1,1,159,2.2013971243204513,118,200
81,7,1,1,144,2.1583624920952498,92,196
82,7,1,1,146,2.164352855784437,104,188
83,7,1,1,134,2.1271047983648077,78,190
84,7,1,1,137,2.1367205671564067,84,190
85,7,1,1,97,1.9867717342662448,70,124
86,7,1,1,168,2.225309281725863,140,196
87,7,1,1,167,2.2227164711475833,120,214
88,7,1,1,164,2.214843848047698,100,228
89,7,1,1,121,2.0827853703164503,84,158
90,7,1,1,147,2.167317334748176,100,194
91,7,1,1,66,1.8195439355418688,54,78
92,7,1,1,80,1.9030899869919435,62,98
93,7,1,1,44,1.6434526764861874,26,62
94,7,1,1,36,1.5563025007672873,32,40
95,7,1,1,13,1.1139433523068367,6,20
96,7,1,1,15,1.1760912590556813,8,22
97,7,1,1,7,0.8450980400142568,4,10
98,7,1,1,2,0.3010299956639812,0,4
99,7,1,1,2,0.3010299956639812,0,4
17,8,1,1,1,0.0,2,0
39,8,1,1,1,0.0,2,0
40,8,1,1,1,0.0,0,2
42,8,1,1,1,0.0,0,2
43,8,1,1,1,0.0,0,2
44,8,1,1,1,0.0,0,2
46,8,1,1,1,0.0,0,2
48,8,1,1,1,0.0,0,2
49,8,1,1,2,0.3010299956639812,2,2
50,8,1,1,2,0.3010299956639812,2,2
51,8,1,1,4,0.6020599913279624,0,8
52,8,1,1,3,0.47712125471966244,0,6
53,8,1,1,7,0.8450980400142568,4,10
54,8,1,1,5,0.6989700043360189,0,10
55,8,1,1,4,0.6020599913279624,0,8
56,8,1,1,8,0.9030899869919435,4,12
57,8,1,1,10,1.0,10,10
58,8,1,1,20,1.3010299956639813,18,22
59,8,1,1,21,1.3222192947339193,10,32
60,8,1,1,37,1.568201724066995,32,42
61,8,1,1,25,1.3979400086720377,16,34
62,8,1,1,63,1.7993405494535817,42,84
63,8,1,1,58,1.7634279935629373,32,84
64,8,1,1,64,1.806179973983887,54,74
65,8,1,1,64,1.806179973983887,30,98
66,8,1,1,99,1.99563519459755,52,146
67,8,1,1,108,2.03342375548695,54,162
68,8,1,1,107,2.0293837776852097,70,144
69,8,1,1,107,2.0293837776852097,76,138
70,8,1,1,122,2.0863598306747484,104,140
71,8,1,1,107,2.0293837776852097,80,134
72,8,1,1,110,2.041392685158225,80,140
73,8,1,1,118,2.0718820073061255,86,150
74,8,1,1,103,2.012837224705172,72,134
75,8,1,1,80,1.9030899869919435,52,108
76,8,1,1,95,1.9777236052888478,58,132
77,8,1,1,86,1.9344984512435677,56,116
78,8,1,1,57,1.7558748556724915,38,76
79,8,1,1,70,1.845098040014257,52,88
80,8,1,1,48,1.6812412373755872,28,68
81,8,1,1,38,1.5797835966168101,24,52
82,8,1,1,29,1.462397997898956,16,42
83,8,1,1,24,1.380211241711606,28,20
84,8,1,1,29,1.462397997898956,24,34
85,8,1,1,23,1.3617278360175928,12,34
86,8,1,1,35,1.5440680443502757,26,44
87,8,1,1,22,1.3424226808222062,18,26
88,8,1,1,21,1.3222192947339193,16,26
89,8,1,1,21,1.3222192947339193,8,34
90,8,1,1,13,1.1139433523068367,8,18
91,8,1,1,15,1.1760912590556813,10,20
92,8,1,1,11,1.0413926851582251,6,16
93,8,1,1,8,0.9030899869919435,6,10
94,8,1,1,5,0.6989700043360189,0,10
95,8,1,1,5,0.6989700043360189,2,8
96,8,1,1,3,0.47712125471966244,2,4
97,8,1,1,2,0.3010299956639812,2,2
98,8,1,1,1,0.0,2,0
34,9,1,1,1,0.0,0,2
39,9,1,1,1,0.0,0,2
43,9,1,1,2,0.3010299956639812,0,4
44,9,1,1,1,0.0,0,2
46,9,1,1,2,0.3010299956639812,2,2
47,9,1,1,1,0.0,2,0
50,9,1,1,5,0.6989700043360189,4,6
51,9,1,1,3,0.47712125471966244,0,6
52,9,1,1,1,0.0,2,0
53,9,1,1,9,0.9542425094393249,2,16
54,9,1,1,11,1.0413926851582251,8,14
55,9,1,1,14,1.146128035678238,10,18
56,9,1,1,10,1.0,6,14
57,9,1,1,15,1.1760912590556813,14,16
58,9,1,1,15,1.1760912590556813,8,22
59,9,1,1,23,1.3617278360175928,18,28
60,9,1,1,43,1.6334684555795864,32,54
61,9,1,1,43,1.6334684555795864,34,52
62,9,1,1,51,1.7075701760979363,38,64
63,9,1,1,57,1.7558748556724915,30,84
64,9,1,1,71,1.8512583487190752,48,94
65,9,1,1,76,1.8808135922807914,44,108
66,9,1,1,124,2.093421685162235,82,166
67,9,1,1,119,2.0755469613925306,90,148
68,9,1,1,110,2.041392685158225,74,146
69,9,1,1,100,2.0,64,136
70,9,1,1,118,2.0718820073061255,88,148
71,9,1,1,100,2.0,76,124
72,9,1,1,88,1.9444826721501687,58,118
73,9,1,1,68,1.8325089127062364,58,78
74,9,1,1,58,1.7634279935629373,44,72
75,9,1,1,49,1.6901960800285136,28,70
76,9,1,1,23,1.3617278360175928,6,40
77,9,1,1,27,1.4313637641589874,18,36
78,9,1,1,5,0.6989700043360189,0,10
79,9,1,1,12,1.0791812460476249,4,20
80,9,1,1,8,0.9030899869919435,2,14
81,9,1,1,6,0.7781512503836436,6,6
82,9,1,1,2,0.3010299956639812,2,2
83,9,1,1,5,0.6989700043360189,2,8
84,9,1,1,3,0.47712125471966244,2,4
85,9,1,1,3,0.47712125471966244,0,6
86,9,1,1,3,0.47712125471966244,2,4
87,9,1,1,6,0.7781512503836436,6,6
88,9,1,1,6,0.7781512503836436,4,8
89,9,1,1,1,0.0,0,2
90,9,1,1,1,0.0,0,2
91,9,1,1,3,0.47712125471966244,0,6
92,9,1,1,2,0.3010299956639812,2,2
93,9,1,1,3,0.47712125471966244,2,4
94,9,1,1,1,0.0,0,2
98,9,1,1,1,0.0,0,2
8,10,1,1,1,0.0,0,2
10,10,1,1,1,0.0,0,2
39,10,1,1,1,0.0,0,2
40,10,1,1,2,0.3010299956639812,0,4
42,10,1,1,1,0.0,2,0
44,10,1,1,1,0.0,0,2
45,10,1,1,1,0.0,2,0
47,10,1,1,1,0.0,0,2
48,10,1,1,7,0.8450980400142568,2,12
49,10,1,1,6,0.7781512503836436,6,6
50,10,1,1,2,0.3010299956639812,0,4
51,10,1,1,4,0.6020599913279624,0,8
52,10,1,1,11,1.0413926851582251,4,18
53,10,1,1,22,1.3424226808222062,8,36
54,10,1,1,20,1.3010299956639813,12,28
55,10,1,1,22,1.3424226808222062,14,30
56,10,1,1,35,1.5440680443502757,18,52
57,10,1,1,26,1.414973347970818,20,32
58,10,1,1,60,1.7781512503836436,42,78
59,10,1,1,67,1.8260748027008264,48,86
60,10,1,1,91,1.9590413923210936,54,128
61,10,1,1,106,2.0253058652647704,78,134
62,10,1,1,99,1.99563519459755,72,126
63,10,1,1,91,1.9590413923210936,64,118
64,10,1,1,126,2.100370545117563,84,168
65,10,1,1,105,2.0211892990699383,76,134
66,10,1,1,143,2.155336037465062,92,194
67,10,1,1,131,2.1172712956557644,98,164
68,10,1,1,92,1.9637878273455553,54,130
69,10,1,1,95,1.9777236052888478,68,122
70,10,1,1,71,1.8512583487190752,30,112
71,10,1,1,78,1.8920946026904804,52,104
72,10,1,1,23,1.3617278360175928,10,36
73,10,1,1,18,1.255272505103306,10,26
74,10,1,1,11,1.0413926851582251,10,12
75,10,1,1,9,0.9542425094393249,6,12
76,10,1,1,4,0.6020599913279624,6,2
77,10,1,1,2,0.3010299956639812,0,4
78,10,1,1,1,0.0,0,2
80,10,1,1,3,0.47712125471966244,0,6
81,10,1,1,3,0.47712125471966244,2,4
82,10,1,1,1,0.0,0,2
83,10,1,1,2,0.3010299956639812,2,2
84,10,1,1,5,0.6989700043360189,2,8
85,10,1,1,4,0.6020599913279624,2,6
86,10,1,1,4,0.6020599913279624,4,4
88,10,1,1,5,0.6989700043360189,6,4
89,10,1,1,4,0.6020599913279624,0,8
90,10,1,1,8,0.9030899869919435,6,10
91,10,1,1,4,0.6020599913279624,6,2
92,10,1,1,2,0.3010299956639812,2,2
93,10,1,1,2,0.3010299956639812,4,0
94,10,1,1,1,0.0,2,0
95,10,1,1,1,0.0,0,2
96,10,1,1,1,0.0,0,2
97,10,1,1,4,0.6020599913279624,2,6
98,10,1,1,1,0.0,2,0
34,11,1,1,1,0.0,2,0
41,11,1,1,1,0.0,0,2
42,11,1,1,1,0.0,2,0
45,11,1,1,2,0.3010299956639812,2,2
46,11,1,1,1,0.0,2,0
47,11,1,1,3,0.47712125471966244,0,6
48,11,1,1,6,0.7781512503836436,0,12
49,11,1,1,4,0.6020599913279624,4,4
50,11,1,1,5,0.6989700043360189,0,10
51,11,1,1,7,0.8450980400142568,2,12
52,11,1,1,10,1.0,4,16
53,11,1,1,17,1.2304489213782739,12,22
54,11,1,1,15,1.1760912590556813,8,22
55,11,1,1,19,1.2787536009528289,12,26
56,11,1,1,48,1.6812412373755872,40,56
57,11,1,1,40,1.6020599913279623,24,56
58,11,1,1,68,1.8325089127062364,40,96
59,11,1,1,63,1.7993405494535817,38,88
60,11,1,1,108,2.03342375548695,66,150
61,11,1,1,102,2.0086001717619175,74,130
62,11,1,1,101,2.0043213737826426,74,128
63,11,1,1,110,2.041392685158225,78,142
64,11,1,1,117,2.0681858617461617,72,162
65,11,1,1,94,1.9731278535996986,76,112
66,11,1,1,112,2.0492180226701815,66,158
67,11,1,1,98,1.9912260756924949,74,122
68,11,1,1,50,1.6989700043360187,38,62
69,11,1,1,36,1.5563025007672873,20,52
70,11,1,1,19,1.2787536009528289,12,26
71,11,1,1,9,0.9542425094393249,8,10
72,11,1,1,3,0.47712125471966244,2,4
73,11,1,1,5,0.6989700043360189,6,4
74,11,1,1,2,0.3010299956639812,2,2
75,11,1,1,1,0.0,2,0
77,11,1,1,1,0.0,2,0
78,11,1,1,1,0.0,2,0
79,11,1,1,3,0.47712125471966244,2,4
80,11,1,1,2,0.3010299956639812,2,2
81,11,1,1,3,0.47712125471966244,6,0
82,11,1,1,1,0.0,0,2
83,11,1,1,2,0.3010299956639812,0,4
84,11,1,1,2,0.3010299956639812,0,4
85,11,1,1,4,0.6020599913279624,2,6
86,11,1,1,7,0.8450980400142568,2,12
87,11,1,1,2,0.3010299956639812,0,4
88,11,1,1,6,0.7781512503836436,6,6
89,11,1,1,8,0.9030899869919435,6,10
90,11,1,1,6,0.7781512503836436,8,4
91,11,1,1,3,0.47712125471966244,0,6
92,11,1,1,3,0.47712125471966244,4,2
93,11,1,1,8,0.9030899869919435,6,10
94,11,1,1,1,0.0,0,2
95,11,1,1,3,0.47712125471966244,2,4
97,11,1,1,1,0.0,2,0
30,12,1,1,1,0.0,0,2
32,12,1,1,1,0.0,2,0
36,12,1,1,1,0.0,0,2
38,12,1,1,2,0.3010299956639812,2,2
41,12,1,1,1,0.0,0,2
42,12,1,1,3,0.47712125471966244,2,4
43,12,1,1,2,0.3010299956639812,2,2
44,12,1,1,4,0.6020599913279624,2,6
45,12,1,1,2,0.3010299956639812,0,4
46,12,1,1,5,0.6989700043360189,4,6
47,12,1,1,8,0.9030899869919435,2,14
48,12,1,1,10,1.0,10,10
49,12,1,1,9,0.9542425094393249,6,12
50,12,1,1,17,1.2304489213782739,8,26
51,12,1,1,18,1.255272505103306,10,26
52,12,1,1,24,1.380211241711606,14,34
53,12,1,1,32,1.505149978319906,14,50
54,12,1,1,48,1.6812412373755872,26,70
55,12,1,1,43,1.6334684555795864,36,50
56,12,1,1,90,1.954242509439325,50,130
57,12,1,1,86,1.9344984512435677,46,126
58,12,1,1,112,2.0492180226701815,76,148
59,12,1,1,121,2.0827853703164503,86,156
60,12,1,1,157,2.1958996524092336,112,202
61,12,1,1,162,2.2095150145426308,96,228
62,12,1,1,124,2.093421685162235,102,146
63,12,1,1,124,2.093421685162235,90,158
64,12,1,1,93,1.968482948553935,70,116
65,12,1,1,78,1.8920946026904804,52,104
66,12,1,1,56,1.7481880270062005,40,72
67,12,1,1,57,1.7558748556724915,44,70
68,12,1,1,14,1.146128035678238,12,16
69,12,1,1,16,1.2041199826559248,6,26
70,12,1,1,1,0.0,0,2
71,12,1,1,1,0.0,0,2
72,12,1,1,3,0.47712125471966244,2,4
73,12,1,1,3,0.47712125471966244,4,2
74,12,1,1,4,0.6020599913279624,2,6
75,12,1,1,1,0.0,0,2
77,12,1,1,4,0.6020599913279624,4,4
78,12,1,1,3,0.47712125471966244,2,4
79,12,1,1,5,0.6989700043360189,2,8
80,12,1,1,3,0.47712125471966244,4,2
81,12,1,1,3,0.47712125471966244,2,4
82,12,1,1,5,0.6989700043360189,6,4
83,12,1,1,2,0.3010299956639812,2,2
84,12,1,1,2,0.3010299956639812,2,2
85,12,1,1,7,0.8450980400142568,6,8
86,12,1,1,7,0.8450980400142568,12,2
87,12,1,1,8,0.9030899869919435,6,10
88,12,1,1,9,0.9542425094393249,6,12
89,12,1,1,3,0.47712125471966244,4,2
90,12,1,1,9,0.9542425094393249,14,4
91,12,1,1,6,0.7781512503836436,2,10
92,12,1,1,1,0.0,2,0
93,12,1,1,5,0.6989700043360189,6,4
97,12,1,1,2,0.3010299956639812,2,2
30,13,1,1,2,0.3010299956639812,0,4
32,13,1,1,1,0.0,2,0
39,13,1,1,1,0.0,2,0
40,13,1,1,3,0.47712125471966244,0,6
41,13,1,1,1,0.0,0,2
42,13,1,1,3,0.47712125471966244,0,6
44,13,1,1,6,0.7781512503836436,4,8
45,13,1,1,6,0.7781512503836436,4,8
46,13,1,1,5,0.6989700043360189,4,6
47,13,1,1,8,0.9030899869919435,2,14
48,13,1,1,4,0.6020599913279624,2,6
49,13,1,1,8,0.9030899869919435,10,6
50,13,1,1,17,1.2304489213782739,8,26
51,13,1,1,15,1.1760912590556813,10,20
52,13,1,1,32,1.505149978319906,18,46
53,13,1,1,51,1.7075701760979363,44,58
54,13,1,1,45,1.6532125137753437,16,74
55,13,1,1,49,1.6901960800285136,32,66
56,13,1,1,78,1.8920946026904804,64,92
57,13,1,1,94,1.9731278535996986,74,114
58,13,1,1,112,2.0492180226701815,96,128
59,13,1,1,111,2.0453229787866576,94,128
60,13,1,1,125,2.0969100130080562,98,152
61,13,1,1,111,2.0453229787866576,100,122
62,13,1,1,91,1.9590413923210936,74,108
63,13,1,1,69,1.8388490907372552,42,96
64,13,1,1,38,1.5797835966168101,34,42
65,13,1,1,36,1.5563025007672873,22,50
66,13,1,1,11,1.0413926851582251,8,14
67,13,1,1,8,0.9030899869919435,6,10
68,13,1,1,1,0.0,0,2
69,13,1,1,1,0.0,0,2
70,13,1,1,2,0.3010299956639812,0,4
72,13,1,1,1,0.0,2,0
73,13,1,1,2,0.3010299956639812,2,2
74,13,1,1,1,0.0,0,2
75,13,1,1,1,0.0,0,2
76,13,1,1,1,0.0,2,0
77,13,1,1,4,0.6020599913279624,0,8
78,13,1,1,5,0.6989700043360189,2,8
79,13,1,1,6,0.7781512503836436,4,8
80,13,1,1,3,0.47712125471966244,0,6
81,13,1,1,2,0.3010299956639812,0,4
82,13,1,1,6,0.7781512503836436,2,10
83,13,1,1,4,0.6020599913279624,6,2
84,13,1,1,3,0.47712125471966244,4,2
85,13,1,1,5,0.6989700043360189,2,8
86,13,1,1,7,0.8450980400142568,2,12
87,13,1,1,10,1.0,8,12
88,13,1,1,4,0.6020599913279624,4,4
89,13,1,1,7,0.8450980400142568,2,12
90,13,1,1,4,0.6020599913279624,6,2
91,13,1,1,7,0.8450980400142568,4,10
92,13,1,1,9,0.9542425094393249,10,8
93,13,1,1,2,0.3010299956639812,4,0
94,13,1,1,2,0.3010299956639812,2,2
95,13,1,1,1,0.0,2,0
25,14,1,1,1,0.0,0,2
28,14,1,1,1,0.0,0,2
35,14,1,1,1,0.0,0,2
38,14,1,1,3,0.47712125471966244,0,6
40,14,1,1,3,0.47712125471966244,2,4
41,14,1,1,1,0.0,0,2
42,14,1,1,3,0.47712125471966244,0,6
43,14,1,1,1,0.0,0,2
44,14,1,1,7,0.8450980400142568,4,10
45,14,1,1,8,0.9030899869919435,6,10
46,14,1,1,14,1.146128035678238,8,20
47,14,1,1,11,1.0413926851582251,4,18
48,14,1,1,17,1.2304489213782739,8,26
49,14,1,1,17,1.2304489213782739,8,26
50,14,1,1,45,1.6532125137753437,30,60
51,14,1,1,28,1.4471580313422192,14,42
52,14,1,1,74,1.8692317197309762,56,92
53,14,1,1,74,1.8692317197309762,56,92
54,14,1,1,97,1.9867717342662448,68,126
55,14,1,1,96,1.9822712330395684,52,140
56,14,1,1,159,2.2013971243204513,90,228
57,14,1,1,156,2.1931245983544616,114,198
58,14,1,1,147,2.167317334748176,90,204
59,14,1,1,153,2.184691430817599,102,204
60,14,1,1,144,2.1583624920952498,106,182
61,14,1,1,129,2.110589710299249,92,166
